Ticks;offsetTime;GPSLong;GPSLat;GPSDate;GPSTime;GPSheightMSL;GPShDOP;GPSpDOP;GPSsAcc;GPSnumGPS;GPSnumGLNAS;GPSnumSV
187888600;.000;89.378.919;557.546.164;20181122;100541;40.589;0,05;01:36;11:42;9;7;16
188077816;.042;89.378.919;557.546.164;20181122;100541;40.589;0,05;01:36;11:42;9;7;16
188343467;.101;89.378.919;557.546.164;20181122;100541;40.589;0,05;01:36;11:42;9;7;16
188577868;.153;89.378.919;557.546.164;20181122;100541;40.589;0,05;01:36;11:42;9;7;16
188769682;.196;89.378.919;557.546.164;20181122;100541;40.589;0,05;01:36;11:42;9;7;16
189027798;.253;89.378.919;557.546.164;20181122;100541;40.576;0,05;01:36;11:04;9;7;16
189242889;.301;89.378.919;557.546.164;20181122;100541;40.576;0,05;01:36;11:04;9;7;16
189477842;.353;89.378.919;557.546.164;20181122;100541;40.576;0,05;01:36;11:04;9;7;16
189669718;.396;89.378.919;557.546.164;20181122;100541;40.576;0,05;01:36;11:04;9;7;16
189910699;.449;89.378.921;557.546.165;20181122;100541;40.568;0,05;01:36;11:38;9;7;16
190142942;.501;89.378.921;557.546.165;20181122;100541;40.568;0,05;01:36;11:38;9;7;16
190377835;.553;89.378.921;557.546.165;20181122;100541;40.568;0,05;01:36;11:38;9;7;16
190569737;.596;89.378.921;557.546.165;20181122;100541;40.568;0,05;01:36;11:38;9;7;16
190827798;.653;89.378.922;557.546.165;20181122;100542;40.567;0,05;01:36;11:36;9;7;16
191052792;.703;89.378.922;557.546.165;20181122;100542;40.567;0,05;01:36;11:36;9;7;16
191277814;.753;89.378.922;557.546.165;20181122;100542;40.567;0,05;01:36;11:36;9;7;16
191458483;.793;89.378.923;557.546.165;20181122;100542;40.548;0,05;01:36;11:34;9;7;16
191727853;.853;89.378.923;557.546.165;20181122;100542;40.548;0,05;01:36;11:34;9;7;16
191952813;.903;89.378.923;557.546.165;20181122;100542;40.548;0,05;01:36;11:34;9;7;16
192177781;.953;89.378.923;557.546.165;20181122;100542;40.548;0,05;01:36;11:34;9;7;16
192369688;.996;89.378.924;557.546.165;20181122;100542;40.544;0,05;01:36;11:32;9;7;16
192601849;1.047;89.378.924;557.546.165;20181122;100542;40.544;0,05;01:36;11:32;9;7;16
192852797;1.103;89.378.924;557.546.165;20181122;100542;40.544;0,05;01:36;11:32;9;7;16
193077858;1.153;89.378.924;557.546.165;20181122;100542;40.544;0,05;01:36;11:32;9;7;16
193269670;1.196;89.378.924;557.546.165;20181122;100542;40.544;0,05;01:36;11:32;9;7;16
193527841;1.253;89.378.925;557.546.164;20181122;100542;40.533;0,05;01:36;11:31;9;7;16
193752829;1.303;89.378.925;557.546.164;20181122;100542;40.533;0,05;01:36;11:31;9;7;16
193977831;1.353;89.378.925;557.546.164;20181122;100542;40.533;0,05;01:36;11:31;9;7;16
194169698;1.396;89.378.925;557.546.164;20181122;100542;40.533;0,05;01:36;11:31;9;7;16
194427796;1.453;89.378.927;557.546.164;20181122;100542;40.524;0,05;01:36;11:29;9;7;16
194652809;1.503;89.378.927;557.546.164;20181122;100542;40.524;0,05;01:36;11:29;9;7;16
194878045;1.553;89.378.927;557.546.164;20181122;100542;40.524;0,05;01:36;11:29;9;7;16
195069961;1.596;89.378.927;557.546.164;20181122;100542;40.524;0,05;01:36;11:29;9;7;16
195328060;1.653;89.378.928;557.546.164;20181122;100543;40:52:00;0,05;01:36;11:27;9;7;16
195553063;1.703;89.378.928;557.546.164;20181122;100543;40:52:00;0,05;01:36;11:27;9;7;16
195778077;1.753;89.378.928;557.546.164;20181122;100543;40:52:00;0,05;01:36;11:27;9;7;16
195969958;1.796;89.378.928;557.546.164;20181122;100543;40:52:00;0,05;01:36;11:27;9;7;16
196228082;1.853;89.378.929;557.546.164;20181122;100543;40.503;0,05;01:36;11:25;9;7;16
196453029;1.903;89.378.929;557.546.164;20181122;100543;40.503;0,05;01:36;11:25;9;7;16
196646117;1.946;89.378.929;557.546.164;20181122;100543;40.503;0,05;01:36;11:25;9;7;16
196869997;1.996;89.378.929;557.546.164;20181122;100543;40.503;0,05;01:36;11:25;9;7;16
197128077;2.053;89.378.930;557.546.164;20181122;100543;40:49:00;0,05;01:36;11:22;9;7;16
197353043;2.103;89.378.930;557.546.164;20181122;100543;40:49:00;0,05;01:36;11:22;9;7;16
197546408;2.146;89.378.930;557.546.164;20181122;100543;40:49:00;0,05;01:36;11:22;9;7;16
197769952;2.196;89.378.930;557.546.164;20181122;100543;40:49:00;0,05;01:36;11:22;9;7;16
198028062;2.253;89.378.932;557.546.163;20181122;100543;40.474;0,05;01:36;11:02;9;7;16
198253012;2.303;89.378.932;557.546.163;20181122;100543;40.474;0,05;01:36;11:02;9;7;16
198478075;2.353;89.378.932;557.546.163;20181122;100543;40.474;0,05;01:36;11:02;9;7;16
198670000;2.396;89.378.932;557.546.163;20181122;100543;40.474;0,05;01:36;11:02;9;7;16
198871598;2.441;89.378.932;557.546.163;20181122;100543;40.461;0,05;01:36;11:19;9;7;16
199099151;2.491;89.378.932;557.546.163;20181122;100543;40.461;0,05;01:36;11:19;9;7;16
199378083;2.553;89.378.932;557.546.163;20181122;100543;40.461;0,05;01:36;11:19;9;7;16
199541226;2.589;89.378.932;557.546.163;20181122;100543;40.461;0,05;01:36;11:19;9;7;16
199828034;2.653;89.378.933;557.546.162;20181122;100544;40:45:00;0,05;01:36;11:17;9;7;16
200053093;2.703;89.378.933;557.546.162;20181122;100544;40:45:00;0,05;01:36;11:17;9;7;16
200248540;2.747;89.378.933;557.546.162;20181122;100544;40:45:00;0,05;01:36;11:17;9;7;16
200470529;2.796;89.378.933;557.546.162;20181122;100544;40:45:00;0,05;01:36;11:17;9;7;16
200728027;2.853;89.378.934;557.546.164;20181122;100544;40.522;0,05;01:36;11:14;9;7;16
200880294;2.887;89.378.934;557.546.164;20181122;100544;40.522;0,05;01:36;11:14;9;7;16
201178007;2.953;89.378.934;557.546.164;20181122;100544;40.522;0,05;01:36;11:14;9;7;16
201336338;2.988;89.378.929;557.546.164;20181122;100544;40.69;0,05625;0,085416667;11:12;9;5;14
201628100;3.053;89.378.929;557.546.164;20181122;100544;40.69;0,05625;0,085416667;11:12;9;5;14
201780296;3.087;89.378.929;557.546.164;20181122;100544;40.69;0,05625;0,085416667;11:12;9;5;14
202026982;3.142;89.378.929;557.546.164;20181122;100544;40.69;0,05625;0,085416667;11:12;9;5;14
202183535;3.177;89.378.929;557.546.164;20181122;100544;40.69;0,05625;0,085416667;11:12;9;5;14
202528061;3.253;89.378.920;557.546.165;20181122;100544;40.932;0,05625;0,085416667;11:09;9;5;14
202753096;3.303;89.378.920;557.546.165;20181122;100544;40.932;0,05625;0,085416667;11:09;9;5;14
202978110;3.353;89.378.920;557.546.165;20181122;100544;40.932;0,05625;0,085416667;11:09;9;5;14
203170592;3.396;89.378.920;557.546.165;20181122;100544;40.932;0,05625;0,085416667;11:09;9;5;14
203400177;3.447;89.378.917;557.546.169;20181122;100545;41.285;0,057638889;01:54;11:07;9;5;14
203653025;3.503;89.378.917;557.546.169;20181122;100545;41.285;0,057638889;01:54;11:07;9;5;14
203878047;3.553;89.378.917;557.546.169;20181122;100545;41.285;0,057638889;01:54;11:07;9;5;14
204070599;3.596;89.378.917;557.546.169;20181122;100545;41.285;0,057638889;01:54;11:07;9;5;14
204271550;3.641;89.378.920;557.546.171;20181122;100545;41.687;0,049305556;01:31;11:04;10;6;16
204499241;3.691;89.378.920;557.546.171;20181122;100545;41.687;0,049305556;01:31;11:04;10;6;16
204778114;3.753;89.378.920;557.546.171;20181122;100545;41.687;0,049305556;01:31;11:04;10;6;16
204929918;3.787;89.378.920;557.546.171;20181122;100545;41.687;0,049305556;01:31;11:04;10;6;16
205228048;3.853;89.378.919;557.546.171;20181122;100545;42.083;0,046527778;01:02;0,484722222;11;6;17
205378619;3.887;89.378.919;557.546.171;20181122;100545;42.083;0,046527778;01:02;0,484722222;11;6;17
205678098;3.953;89.378.919;557.546.171;20181122;100545;42.083;0,046527778;01:02;0,484722222;11;6;17
205830615;3.987;89.378.919;557.546.171;20181122;100545;42.083;0,046527778;01:02;0,484722222;11;6;17
206128035;4.053;89.378.914;557.546.173;20181122;100545;42.427;0,045138889;01:17;10:09;11;7;18
206353046;4.103;89.378.914;557.546.173;20181122;100545;42.427;0,045138889;01:17;10:09;11;7;18
206578058;4.153;89.378.914;557.546.173;20181122;100545;42.427;0,045138889;01:17;10:09;11;7;18
206770502;4.196;89.378.914;557.546.173;20181122;100545;42.427;0,045138889;01:17;10:09;11;7;18
207000425;4.247;89.378.914;557.546.178;20181122;100545;42.509;0,045138889;01:17;0,474305556;11;7;18
207253115;4.303;89.378.914;557.546.178;20181122;100545;42.509;0,045138889;01:17;0,474305556;11;7;18
207450424;4.347;89.378.914;557.546.178;20181122;100545;42.509;0,045138889;01:17;0,474305556;11;7;18
207619687;4.385;89.378.914;557.546.178;20181122;100545;42.509;0,045138889;01:17;0,474305556;11;7;18
207820837;4.429;89.378.916;557.546.181;20181122;100545;42:56:00;0,045138889;01:17;0,470833333;11;7;18
208153053;4.503;89.378.916;557.546.181;20181122;100545;42:56:00;0,045138889;01:17;0,470833333;11;7;18
208378084;4.553;89.378.916;557.546.181;20181122;100545;42:56:00;0,045138889;01:17;0,470833333;11;7;18
208530978;4.587;89.378.916;557.546.181;20181122;100545;42:56:00;0,045138889;01:17;0,470833333;11;7;18
208828118;4.653;89.378.909;557.546.182;20181122;100546;42.529;0,045138889;01:17;0,467361111;11;7;18
208980292;4.687;89.378.909;557.546.182;20181122;100546;42.529;0,045138889;01:17;0,467361111;11;7;18
209278123;4.753;89.378.909;557.546.182;20181122;100546;42.529;0,045138889;01:17;0,467361111;11;7;18
209470520;4.796;89.378.909;557.546.182;20181122;100546;42.529;0,045138889;01:17;0,467361111;11;7;18
209719279;4.851;89.378.909;557.546.184;20181122;100546;42.538;0,045138889;01:17;0,463194444;11;7;18
209953097;4.903;89.378.909;557.546.184;20181122;100546;42.538;0,045138889;01:17;0,463194444;11;7;18
210178111;4.953;89.378.909;557.546.184;20181122;100546;42.538;0,045138889;01:17;0,463194444;11;7;18
210341329;4.989;89.378.909;557.546.184;20181122;100546;42.538;0,045138889;01:17;0,463194444;11;7;18
210628066;5.053;89.378.915;557.546.186;20181122;100546;42.554;0,042361111;01:13;10:06;12;7;19
210790824;5.089;89.378.915;557.546.186;20181122;100546;42.554;0,042361111;01:13;10:06;12;7;19
211078092;5.153;89.378.915;557.546.186;20181122;100546;42.554;0,042361111;01:13;10:06;12;7;19
211249346;5.191;89.378.915;557.546.186;20181122;100546;42.554;0,042361111;01:13;10:06;12;7;19
211478796;5.242;89.378.919;557.546.188;20181122;100546;42.532;0,042361111;01:13;10:53;12;7;19
211680022;5.287;89.378.919;557.546.188;20181122;100546;42.532;0,042361111;01:13;10:53;12;7;19
211978051;5.353;89.378.919;557.546.188;20181122;100546;42.532;0,042361111;01:13;10:53;12;7;19
212149515;5.391;89.378.919;557.546.188;20181122;100546;42.532;0,042361111;01:13;10:53;12;7;19
212428048;5.453;89.378.922;557.546.189;20181122;100546;42.511;0,042361111;01:13;10:47;12;7;19
212653099;5.503;89.378.922;557.546.189;20181122;100546;42.511;0,042361111;01:13;10:47;12;7;19
212878110;5.553;89.378.922;557.546.189;20181122;100546;42.511;0,042361111;01:13;10:47;12;7;19
213030564;5.587;89.378.922;557.546.189;20181122;100546;42.511;0,042361111;01:13;10:47;12;7;19
213328092;5.653;89.378.923;557.546.189;20181122;100547;42.474;0,045138889;01:17;10:42;11;7;18
213480290;5.687;89.378.923;557.546.189;20181122;100547;42.474;0,045138889;01:17;10:42;11;7;18
213778099;5.753;89.378.923;557.546.189;20181122;100547;42.474;0,045138889;01:17;10:42;11;7;18
213930630;5.787;89.378.923;557.546.189;20181122;100547;42.474;0,045138889;01:17;10:42;11;7;18
214228108;5.853;89.378.923;55.754.619;20181122;100547;42.408;0,045138889;01:17;10:36;11;7;18
214399184;5.891;89.378.923;55.754.619;20181122;100547;42.408;0,045138889;01:17;10:36;11;7;18
214678072;5.953;89.378.923;55.754.619;20181122;100547;42.408;0,045138889;01:17;10:36;11;7;18
214841049;5.989;89.378.923;55.754.619;20181122;100547;42.408;0,045138889;01:17;10:36;11;7;18
215128045;6.053;89.378.922;557.546.191;20181122;100547;42.351;0,045138889;01:17;10:32;11;7;18
215290602;6.089;89.378.922;557.546.191;20181122;100547;42.351;0,045138889;01:17;10:32;11;7;18
215578097;6.153;89.378.922;557.546.191;20181122;100547;42.351;0,045138889;01:17;10:32;11;7;18
215770608;6.196;89.378.922;557.546.191;20181122;100547;42.351;0,045138889;01:17;10:32;11;7;18
216000181;6.247;89.378.922;557.546.193;20181122;100547;42.306;0,045138889;01:17;10:28;11;7;18
216253040;6.303;89.378.922;557.546.193;20181122;100547;42.306;0,045138889;01:17;10:28;11;7;18
216429102;6.342;89.378.922;557.546.193;20181122;100547;42.306;0,045138889;01:17;10:28;11;7;18
216583545;6.377;89.378.922;557.546.193;20181122;100547;42.306;0,045138889;01:17;10:28;11;7;18
216738822;6.411;89.378.927;557.546.194;20181122;100547;42:23:00;0,046527778;01:02;10:23;11;6;17
216928017;6.453;89.378.927;557.546.194;20181122;100547;42:23:00;0,046527778;01:02;10:23;11;6;17
217153096;6.503;89.378.927;557.546.194;20181122;100547;42:23:00;0,046527778;01:02;10:23;11;6;17
217378047;6.553;89.378.927;557.546.194;20181122;100547;42:23:00;0,046527778;01:02;10:23;11;6;17
217558691;6.593;89.378.940;557.546.194;20181122;100548;42:16:00;0,046527778;01:02;10:19;11;6;17
217828031;6.653;89.378.940;557.546.194;20181122;100548;42:16:00;0,046527778;01:02;10:19;11;6;17
218053086;6.703;89.378.940;557.546.194;20181122;100548;42:16:00;0,046527778;01:02;10:19;11;6;17
218278145;6.753;89.378.940;557.546.194;20181122;100548;42:16:00;0,046527778;01:02;10:19;11;6;17
218430467;6.787;89.378.940;557.546.194;20181122;100548;42:16:00;0,046527778;01:02;10:19;11;6;17
218728055;6.853;89.378.969;557.546.191;20181122;100548;42.063;0,043055556;01:12;10:11;11;8;19
218953069;6.903;89.378.969;557.546.191;20181122;100548;42.063;0,043055556;01:12;10:11;11;8;19
219128377;6.942;89.378.969;557.546.191;20181122;100548;42.063;0,043055556;01:12;10:11;11;8;19
219283367;6.977;89.378.969;557.546.191;20181122;100548;42.063;0,043055556;01:12;10:11;11;8;19
219628033;7.053;89.379.016;557.546.186;20181122;100548;42.025;0,045138889;01:17;10:07;11;7;18
219791222;7.089;89.379.016;557.546.186;20181122;100548;42.025;0,045138889;01:17;10:07;11;7;18
220078059;7.153;89.379.016;557.546.186;20181122;100548;42.025;0,045138889;01:17;10:07;11;7;18
220230581;7.187;89.379.016;557.546.186;20181122;100548;42.025;0,045138889;01:17;10:07;11;7;18
220528040;7.253;89.379.074;55.754.618;20181122;100548;42.006;0,045138889;01:17;10:04;11;7;18
220680017;7.287;89.379.074;55.754.618;20181122;100548;42.006;0,045138889;01:17;10:04;11;7;18
220978074;7.353;89.379.074;55.754.618;20181122;100548;42.006;0,045138889;01:17;10:04;11;7;18
221155153;7.393;89.379.074;55.754.618;20181122;100548;42.006;0,045138889;01:17;10:04;11;7;18
221428080;7.453;89.379.137;557.546.171;20181122;100548;41.966;00:07;01:27;10:01;10;7;17
221590863;7.489;89.379.137;557.546.171;20181122;100548;41.966;00:07;01:27;10:01;10;7;17
221878098;7.553;89.379.137;557.546.171;20181122;100548;41.966;00:07;01:27;10:01;10;7;17
222070621;7.596;89.379.137;557.546.171;20181122;100548;41.966;00:07;01:27;10:01;10;7;17
222328039;7.653;89.379.189;557.546.162;20181122;100549;41.881;0,049305556;01:31;0,443055556;10;6;16
222553091;7.703;89.379.189;557.546.162;20181122;100549;41.881;0,049305556;01:31;0,443055556;10;6;16
222748937;7.747;89.379.189;557.546.162;20181122;100549;41.881;0,049305556;01:31;0,443055556;10;6;16
222948849;7.791;89.379.226;557.546.159;20181122;100549;41.823;0,053472222;01:39;0,442361111;9;6;15
223228078;7.853;89.379.226;557.546.159;20181122;100549;41.823;0,053472222;01:39;0,442361111;9;6;15
223380189;7.887;89.379.226;557.546.159;20181122;100549;41.823;0,053472222;01:39;0,442361111;9;6;15
223678049;7.953;89.379.226;557.546.159;20181122;100549;41.823;0,053472222;01:39;0,442361111;9;6;15
223841262;7.989;89.379.226;557.546.159;20181122;100549;41.823;0,053472222;01:39;0,442361111;9;6;15
224128038;8.053;89.379.246;557.546.156;20181122;100549;41.78;0,045138889;01:15;0,440277778;11;7;18
224280292;8.087;89.379.246;557.546.156;20181122;100549;41.78;0,045138889;01:15;0,440277778;11;7;18
224578077;8.153;89.379.246;557.546.156;20181122;100549;41.78;0,045138889;01:15;0,440277778;11;7;18
224730716;8.187;89.379.246;557.546.156;20181122;100549;41.78;0,045138889;01:15;0,440277778;11;7;18
225028040;8.253;89.379.255;557.546.156;20181122;100549;41.738;0,043055556;01:12;0,438888889;11;8;19
225253079;8.303;89.379.255;557.546.156;20181122;100549;41.738;0,043055556;01:12;0,438888889;11;8;19
225450581;8.347;89.379.255;557.546.156;20181122;100549;41.738;0,043055556;01:12;0,438888889;11;8;19
225619843;8.385;89.379.255;557.546.156;20181122;100549;41.738;0,043055556;01:12;0,438888889;11;8;19
225900563;8.447;89.379.254;557.546.157;20181122;100549;41.709;0,043055556;01:12;09:09;11;8;19
226153072;8.503;89.379.254;557.546.157;20181122;100549;41.709;0,043055556;01:12;09:09;11;8;19
226378016;8.553;89.379.254;557.546.157;20181122;100549;41.709;0,043055556;01:12;09:09;11;8;19
226570610;8.596;89.379.254;557.546.157;20181122;100549;41.709;0,043055556;01:12;09:09;11;8;19
226828051;8.653;89.379.250;557.546.158;20181122;100550;41.673;0,044444444;01:16;0,436111111;10;8;18
226979117;8.687;89.379.250;557.546.158;20181122;100550;41.673;0,044444444;01:16;0,436111111;10;8;18
227278043;8.753;89.379.250;557.546.158;20181122;100550;41.673;0,044444444;01:16;0,436111111;10;8;18
227429335;8.787;89.379.250;557.546.158;20181122;100550;41.673;0,044444444;01:16;0,436111111;10;8;18
227728069;8.853;89.379.247;557.546.158;20181122;100550;41.636;0,044444444;01:16;0,434722222;10;8;18
227890770;8.889;89.379.247;557.546.158;20181122;100550;41.636;0,044444444;01:16;0,434722222;10;8;18
228178067;8.953;89.379.247;557.546.158;20181122;100550;41.636;0,044444444;01:16;0,434722222;10;8;18
228370532;8.996;89.379.247;557.546.158;20181122;100550;41.636;0,044444444;01:16;0,434722222;10;8;18
228628044;9.053;89.379.249;557.546.155;20181122;100550;41.601;0,044444444;01:16;0,433333333;10;8;18
228853051;9.103;89.379.249;557.546.155;20181122;100550;41.601;0,044444444;01:16;0,433333333;10;8;18
229050416;9.147;89.379.249;557.546.155;20181122;100550;41.601;0,044444444;01:16;0,433333333;10;8;18
229248845;9.191;89.379.260;557.546.149;20181122;100550;41:57:00;00:07;01:33;0,431944444;9;8;17
229528032;9.253;89.379.260;557.546.149;20181122;100550;41:57:00;00:07;01:33;0,431944444;9;8;17
229680239;9.287;89.379.260;557.546.149;20181122;100550;41:57:00;00:07;01:33;0,431944444;9;8;17
229978024;9.353;89.379.260;557.546.149;20181122;100550;41:57:00;00:07;01:33;0,431944444;9;8;17
230149566;9.391;89.379.260;557.546.149;20181122;100550;41:57:00;00:07;01:33;0,431944444;9;8;17
230428035;9.453;89.379.280;557.546.139;20181122;100550;41.548;00:07;01:33;0,43125;9;8;17
230590821;9.489;89.379.280;557.546.139;20181122;100550;41.548;00:07;01:33;0,43125;9;8;17
230878061;9.553;89.379.280;557.546.139;20181122;100550;41.548;00:07;01:33;0,43125;9;8;17
231030570;9.587;89.379.280;557.546.139;20181122;100550;41.548;00:07;01:33;0,43125;9;8;17
231328059;9.653;89.379.310;557.546.123;20181122;100551;41.471;0,044444444;01:16;0,429166667;10;8;18
231553123;9.703;89.379.310;557.546.123;20181122;100551;41.471;0,044444444;01:16;0,429166667;10;8;18
231769296;9.751;89.379.310;557.546.123;20181122;100551;41.471;0,044444444;01:16;0,429166667;10;8;18
231970730;9.796;89.379.310;557.546.123;20181122;100551;41.471;0,044444444;01:16;0,429166667;10;8;18
232210763;9.849;89.379.349;557.546.105;20181122;100551;41:43:00;0,044444444;01:16;0,428472222;10;8;18
232453128;9.903;89.379.349;557.546.105;20181122;100551;41:43:00;0,044444444;01:16;0,428472222;10;8;18
232628509;9.942;89.379.349;557.546.105;20181122;100551;41:43:00;0,044444444;01:16;0,428472222;10;8;18
232783383;9.977;89.379.349;557.546.105;20181122;100551;41:43:00;0,044444444;01:16;0,428472222;10;8;18
233128059;10.053;89.379.399;557.546.083;20181122;100551;41.431;00:07;01:27;0,427083333;10;7;17
233353049;10.103;89.379.399;557.546.083;20181122;100551;41.431;00:07;01:27;0,427083333;10;7;17
233578056;10.153;89.379.399;557.546.083;20181122;100551;41.431;00:07;01:27;0,427083333;10;7;17
233770629;10.196;89.379.399;557.546.083;20181122;100551;41.431;00:07;01:27;0,427083333;10;7;17
234028036;10.253;89.379.448;557.546.055;20181122;100551;41.338;0,044444444;01:16;0,425694444;10;8;18
234253097;10.303;89.379.448;557.546.055;20181122;100551;41.338;0,044444444;01:16;0,425694444;10;8;18
234478066;10.353;89.379.448;557.546.055;20181122;100551;41.338;0,044444444;01:16;0,425694444;10;8;18
234670664;10.396;89.379.448;557.546.055;20181122;100551;41.338;0,044444444;01:16;0,425694444;10;8;18
234928052;10.453;89.379.496;557.546.031;20181122;100551;41:31:00;0,042361111;01:01;0,425;11;8;19
235080179;10.487;89.379.496;557.546.031;20181122;100551;41:31:00;0,042361111;01:01;0,425;11;8;19
235378079;10.553;89.379.496;557.546.031;20181122;100551;41:31:00;0,042361111;01:01;0,425;11;8;19
235530475;10.587;89.379.496;557.546.031;20181122;100551;41:31:00;0,042361111;01:01;0,425;11;8;19
235828071;10.653;89.379.531;55.754.601;20181122;100552;41.288;0,047916667;01:29;09:07;9;8;17
235999206;10.691;89.379.531;55.754.601;20181122;100552;41.288;0,047916667;01:29;09:07;9;8;17
236278054;10.753;89.379.531;55.754.601;20181122;100552;41.288;0,047916667;01:29;09:07;9;8;17
236441042;10.789;89.379.531;55.754.601;20181122;100552;41.288;0,047916667;01:29;09:07;9;8;17
236728070;10.853;89.379.553;557.545.999;20181122;100552;41.245;0,046527778;01:27;0,422916667;10;8;18
236882453;10.888;89.379.553;557.545.999;20181122;100552;41.245;0,046527778;01:27;0,422916667;10;8;18
237178120;10.953;89.379.553;557.545.999;20181122;100552;41.245;0,046527778;01:27;0,422916667;10;8;18
237349612;10.991;89.379.553;557.545.999;20181122;100552;41.245;0,046527778;01:27;0,422916667;10;8;18
237628071;11.053;89.379.568;557.545.992;20181122;100552;41.213;0,047916667;01:31;0,422222222;10;7;17
237853051;11.103;89.379.568;557.545.992;20181122;100552;41.213;0,047916667;01:31;0,422222222;10;7;17
238078087;11.153;89.379.568;557.545.992;20181122;100552;41.213;0,047916667;01:31;0,422222222;10;7;17
238270636;11.196;89.379.568;557.545.992;20181122;100552;41.213;0,047916667;01:31;0,422222222;10;7;17
238528056;11.253;89.379.574;55.754.599;20181122;100552;41.154;0,047916667;01:31;0,420833333;11;6;17
238753068;11.303;89.379.574;55.754.599;20181122;100552;41.154;0,047916667;01:31;0,420833333;11;6;17
238960748;11.349;89.379.574;55.754.599;20181122;100552;41.154;0,047916667;01:31;0,420833333;11;6;17
239120464;11.385;89.379.574;55.754.599;20181122;100552;41.154;0,047916667;01:31;0,420833333;11;6;17
239428081;11.453;89.379.579;557.545.988;20181122;100552;41.117;0,046527778;01:28;0,420138889;11;7;18
239653084;11.503;89.379.579;557.545.988;20181122;100552;41.117;0,046527778;01:28;0,420138889;11;7;18
239850285;11.547;89.379.579;557.545.988;20181122;100552;41.117;0,046527778;01:28;0,420138889;11;7;18
240070742;11.596;89.379.579;557.545.988;20181122;100552;41.117;0,046527778;01:28;0,420138889;11;7;18
240300552;11.647;89.379.581;557.545.988;20181122;100553;41.098;0,046527778;01:28;0,419444444;11;7;18
240553071;11.703;89.379.581;557.545.988;20181122;100553;41.098;0,046527778;01:28;0,419444444;11;7;18
240760826;11.749;89.379.581;557.545.988;20181122;100553;41.098;0,046527778;01:28;0,419444444;11;7;18
240970608;11.796;89.379.581;557.545.988;20181122;100553;41.098;0,046527778;01:28;0,419444444;11;7;18
241211057;11.849;89.379.581;55.754.599;20181122;100553;41.077;0,046527778;01:28;0,418055556;11;7;18
241453063;11.903;89.379.581;55.754.599;20181122;100553;41.077;0,046527778;01:28;0,418055556;11;7;18
241647045;11.946;89.379.581;55.754.599;20181122;100553;41.077;0,046527778;01:28;0,418055556;11;7;18
241848822;11.991;89.379.579;557.545.991;20181122;100553;41.041;0,045138889;01:02;0,417361111;10;7;17
242119342;12.051;89.379.579;557.545.991;20181122;100553;41.041;0,045138889;01:02;0,417361111;10;7;17
242353052;12.103;89.379.579;557.545.991;20181122;100553;41.041;0,045138889;01:02;0,417361111;10;7;17
242560730;12.149;89.379.579;557.545.991;20181122;100553;41.041;0,045138889;01:02;0,417361111;10;7;17
242770616;12.196;89.379.579;557.545.991;20181122;100553;41.041;0,045138889;01:02;0,417361111;10;7;17
243028097;12.253;89.379.576;557.545.993;20181122;100553;41.011;0,04375;01:14;09:59;11;7;18
243253087;12.303;89.379.576;557.545.993;20181122;100553;41.011;0,04375;01:14;09:59;11;7;18
243469268;12.351;89.379.576;557.545.993;20181122;100553;41.011;0,04375;01:14;09:59;11;7;18
243670614;12.396;89.379.576;557.545.993;20181122;100553;41.011;0,04375;01:14;09:59;11;7;18
243898230;12.447;89.379.577;557.545.992;20181122;100553;40.973;0,04375;01:14;09:57;11;7;18
244153075;12.503;89.379.577;557.545.992;20181122;100553;40.973;0,04375;01:14;09:57;11;7;18
244348087;12.547;89.379.577;557.545.992;20181122;100553;40.973;0,04375;01:14;09:57;11;7;18
244570595;12.596;89.379.577;557.545.992;20181122;100553;40.973;0,04375;01:14;09:57;11;7;18
244828027;12.653;89.379.587;557.545.982;20181122;100554;40.939;0,044444444;01:18;09:57;11;7;18
245053070;12.703;89.379.587;557.545.982;20181122;100554;40.939;0,044444444;01:18;09:57;11;7;18
245278088;12.753;89.379.587;557.545.982;20181122;100554;40.939;0,044444444;01:18;09:57;11;7;18
245470617;12.796;89.379.587;557.545.982;20181122;100554;40.939;0,044444444;01:18;09:57;11;7;18
245728034;12.853;89.379.604;557.545.963;20181122;100554;40.897;0,044444444;01:18;09:55;11;7;18
245948480;12.902;89.379.604;557.545.963;20181122;100554;40.897;0,044444444;01:18;09:55;11;7;18
246178054;12.953;89.379.604;557.545.963;20181122;100554;40.897;0,044444444;01:18;09:55;11;7;18
246352987;12.992;89.379.604;557.545.963;20181122;100554;40.897;0,044444444;01:18;09:55;11;7;18
246628067;13.053;89.379.636;557.545.932;20181122;100554;40.888;0,047916667;01:34;09:54;10;7;17
246853021;13.103;89.379.636;557.545.932;20181122;100554;40.888;0,047916667;01:34;09:54;10;7;17
247078068;13.153;89.379.636;557.545.932;20181122;100554;40.888;0,047916667;01:34;09:54;10;7;17
247258675;13.193;89.379.672;557.545.894;20181122;100554;40.864;0,056944444;01:57;09:54;9;7;16
247510770;13.249;89.379.672;557.545.894;20181122;100554;40.864;0,056944444;01:57;09:54;9;7;16
247753078;13.303;89.379.672;557.545.894;20181122;100554;40.864;0,056944444;01:57;09:54;9;7;16
247950530;13.347;89.379.672;557.545.894;20181122;100554;40.864;0,056944444;01:57;09:54;9;7;16
248119976;13.385;89.379.672;557.545.894;20181122;100554;40.864;0,056944444;01:57;09:54;9;7;16
