Ticks;offsetTime;GPSLong;GPSLat;GPSDate;GPSTime;GPSheightMSL;GPShDOP;GPSpDOP;GPSsAcc;GPSnumGPS;GPSnumGLNAS;GPSnumSV;GPS-Koord
284580830;21.487;8.9379356;55.7545212;20181122;100602;40.253;0,050694444;01:32;0,402083333;10;6;16;8.9379356,55.7545212
284788637;21.533;8.9379356;55.7545212;20181122;100602;40.253;0,050694444;01:32;0,402083333;10;6;16;8.9379356,55.7545212
284951213;21.569;8.9379356;55.7545212;20181122;100602;40.253;0,050694444;01:32;0,402083333;10;6;16;8.9379356,55.7545212
285103108;21.603;8.9379379;55.7545191;20181122;100603;40:23:00;0,060416667;0,085416667;0,402083333;9;6;15;8.9379379,55.7545191
285300452;21.647;8.9379379;55.7545191;20181122;100603;40:23:00;0,060416667;0,085416667;0,402083333;9;6;15;8.9379379,55.7545191
285553029;21.703;8.9379379;55.7545191;20181122;100603;40:23:00;0,060416667;0,085416667;0,402083333;9;6;15;8.9379379,55.7545191
285778022;21.753;8.9379379;55.7545191;20181122;100603;40:23:00;0,060416667;0,085416667;0,402083333;9;6;15;8.9379379,55.7545191
285948805;21.791;8.9379404;55.7545166;20181122;100603;40.251;0,054166667;01:49;09:01;9;6;15;8.9379404,55.7545166
286228067;21.853;8.9379404;55.7545166;20181122;100603;40.251;0,054166667;01:49;09:01;9;6;15;8.9379404,55.7545166
286380286;21.887;8.9379404;55.7545166;20181122;100603;40.251;0,054166667;01:49;09:01;9;6;15;8.9379404,55.7545166
286588672;21.933;8.9379404;55.7545166;20181122;100603;40.251;0,054166667;01:49;09:01;9;6;15;8.9379404,55.7545166
286783554;21.977;8.9379404;55.7545166;20181122;100603;40.251;0,054166667;01:49;09:01;9;6;15;8.9379404,55.7545166
287128070;22.053;8.9379435;55.7545135;20181122;100603;40.257;0,045138889;01:17;09:01;11;7;18;8.9379435,55.7545135
287299257;22.091;8.9379435;55.7545135;20181122;100603;40.257;0,045138889;01:17;09:01;11;7;18;8.9379435,55.7545135
287488631;22.133;8.9379435;55.7545135;20181122;100603;40.257;0,045138889;01:17;09:01;11;7;18;8.9379435,55.7545135
287659492;22.171;8.9379435;55.7545135;20181122;100603;40.257;0,045138889;01:17;09:01;11;7;18;8.9379435,55.7545135
287810958;22.205;8.9379475;55.7545099;20181122;100603;40.199;0,045833333;01:18;09:02;11;6;17;8.9379475,55.7545099
287999138;22.247;8.9379475;55.7545099;20181122;100603;40.199;0,045833333;01:18;09:02;11;6;17;8.9379475,55.7545099
288253050;22.303;8.9379475;55.7545099;20181122;100603;40.199;0,045833333;01:18;09:02;11;6;17;8.9379475,55.7545099
288448916;22.347;8.9379475;55.7545099;20181122;100603;40.199;0,045833333;01:18;09:02;11;6;17;8.9379475,55.7545099
288619685;22.385;8.9379475;55.7545099;20181122;100603;40.199;0,045833333;01:18;09:02;11;6;17;8.9379475,55.7545099
288879107;22.442;8.9379509;55.7545065;20181122;100603;40.082;00:07;01:27;09:03;10;7;17;8.9379509,55.7545065
289153061;22.503;8.9379509;55.7545065;20181122;100603;40.082;00:07;01:27;09:03;10;7;17;8.9379509,55.7545065
289378104;22.553;8.9379509;55.7545065;20181122;100603;40.082;00:07;01:27;09:03;10;7;17;8.9379509,55.7545065
289570738;22.596;8.9379509;55.7545065;20181122;100603;40.082;00:07;01:27;09:03;10;7;17;8.9379509,55.7545065
289828047;22.653;8.9379540;55.7545042;20181122;100604;40.048;0,049305556;01:28;09:04;10;6;16;8.9379540,55.7545042
290053067;22.703;8.9379540;55.7545042;20181122;100604;40.048;0,049305556;01:28;09:04;10;6;16;8.9379540,55.7545042
290278088;22.753;8.9379540;55.7545042;20181122;100604;40.048;0,049305556;01:28;09:04;10;6;16;8.9379540,55.7545042
290470512;22.796;8.9379540;55.7545042;20181122;100604;40.048;0,049305556;01:28;09:04;10;6;16;8.9379540,55.7545042
290728112;22.853;8.9379567;55.7545022;20181122;100604;39.948;0,047916667;01:02;09:05;10;6;16;8.9379567,55.7545022
290890765;22.889;8.9379567;55.7545022;20181122;100604;39.948;0,047916667;01:02;09:05;10;6;16;8.9379567,55.7545022
291101455;22.936;8.9379567;55.7545022;20181122;100604;39.948;0,047916667;01:02;09:05;10;6;16;8.9379567,55.7545022
291283253;22.977;8.9379567;55.7545022;20181122;100604;39.948;0,047916667;01:02;09:05;10;6;16;8.9379567,55.7545022
291481487;23.021;8.9379591;55.7545012;20181122;100604;39.891;0,047222222;01:19;09:05;10;6;16;8.9379591,55.7545012
291632673;23.054;8.9379591;55.7545012;20181122;100604;39.891;0,047222222;01:19;09:05;10;6;16;8.9379591,55.7545012
291853040;23.103;8.9379591;55.7545012;20181122;100604;39.891;0,047222222;01:19;09:05;10;6;16;8.9379591,55.7545012
292028847;23.142;8.9379591;55.7545012;20181122;100604;39.891;0,047222222;01:19;09:05;10;6;16;8.9379591,55.7545012
292183687;23.177;8.9379591;55.7545012;20181122;100604;39.891;0,047222222;01:19;09:05;10;6;16;8.9379591,55.7545012
292406692;23.226;8.9379608;55.7545006;20181122;100604;39.757;0,051388889;01:37;09:04;10;5;15;8.9379608,55.7545006
292558675;23.260;8.9379608;55.7545006;20181122;100604;39.757;0,051388889;01:37;09:04;10;5;15;8.9379608,55.7545006
292753090;23.303;8.9379608;55.7545006;20181122;100604;39.757;0,051388889;01:37;09:04;10;5;15;8.9379608,55.7545006
292978081;23.353;8.9379608;55.7545006;20181122;100604;39.757;0,051388889;01:37;09:04;10;5;15;8.9379608,55.7545006
293170622;23.396;8.9379608;55.7545006;20181122;100604;39.757;0,051388889;01:37;09:04;10;5;15;8.9379608,55.7545006
293428085;23.453;8.9379613;55.7545006;20181122;100604;39.744;0,050694444;01:36;09:03;10;6;16;8.9379613,55.7545006
293653059;23.503;8.9379613;55.7545006;20181122;100604;39.744;0,050694444;01:36;09:03;10;6;16;8.9379613,55.7545006
293878074;23.553;8.9379613;55.7545006;20181122;100604;39.744;0,050694444;01:36;09:03;10;6;16;8.9379613,55.7545006
294030702;23.587;8.9379613;55.7545006;20181122;100604;39.744;0,050694444;01:36;09:03;10;6;16;8.9379613,55.7545006
294328027;23.653;8.9379620;55.7545008;20181122;100605;39.771;0,049305556;01:34;09:03;10;7;17;8.9379620,55.7545008
294480555;23.687;8.9379620;55.7545008;20181122;100605;39.771;0,049305556;01:34;09:03;10;7;17;8.9379620,55.7545008
294701457;23.736;8.9379620;55.7545008;20181122;100605;39.771;0,049305556;01:34;09:03;10;7;17;8.9379620,55.7545008
294853773;23.770;8.9379620;55.7545008;20181122;100605;39.771;0,049305556;01:34;09:03;10;7;17;8.9379620,55.7545008
295010556;23.805;8.9379622;55.754501;20181122;100605;39.785;0,057638889;01:58;09:03;9;7;16;8.9379622,55.754501
295228044;23.853;8.9379622;55.754501;20181122;100605;39.785;0,057638889;01:58;09:03;9;7;16;8.9379622,55.754501
295453118;23.903;8.9379622;55.754501;20181122;100605;39.785;0,057638889;01:58;09:03;9;7;16;8.9379622,55.754501
295669442;23.951;8.9379622;55.754501;20181122;100605;39.785;0,057638889;01:58;09:03;9;7;16;8.9379622,55.754501
295870749;23.996;8.9379622;55.754501;20181122;100605;39.785;0,057638889;01:58;09:03;9;7;16;8.9379622,55.754501
296102568;24.048;8.9379613;55.7545012;20181122;100605;39.778;0,045833333;01:24;09:03;11;8;19;8.9379613,55.7545012
296353035;24.103;8.9379613;55.7545012;20181122;100605;39.778;0,045833333;01:24;09:03;11;8;19;8.9379613,55.7545012
296578069;24.153;8.9379613;55.7545012;20181122;100605;39.778;0,045833333;01:24;09:03;11;8;19;8.9379613,55.7545012
296770609;24.196;8.9379613;55.7545012;20181122;100605;39.778;0,045833333;01:24;09:03;11;8;19;8.9379613,55.7545012
296999064;24.247;8.9379593;55.7545013;20181122;100605;39.742;0,045138889;01:14;09:02;10;7;17;8.9379593,55.7545013
297253023;24.303;8.9379593;55.7545013;20181122;100605;39.742;0,045138889;01:14;09:02;10;7;17;8.9379593,55.7545013
297429318;24.342;8.9379593;55.7545013;20181122;100605;39.742;0,045138889;01:14;09:02;10;7;17;8.9379593,55.7545013
297583390;24.377;8.9379593;55.7545013;20181122;100605;39.742;0,045138889;01:14;09:02;10;7;17;8.9379593,55.7545013
297928078;24.453;8.9379556;55.7545009;20181122;100605;39.674;0,052777778;01:48;09:04;8;7;15;8.9379556,55.7545009
298153037;24.503;8.9379556;55.7545009;20181122;100605;39.674;0,052777778;01:48;09:04;8;7;15;8.9379556,55.7545009
298311862;24.539;8.9379556;55.7545009;20181122;100605;39.674;0,052777778;01:48;09:04;8;7;15;8.9379556,55.7545009
298474266;24.575;8.9379556;55.7545009;20181122;100605;39.674;0,052777778;01:48;09:04;8;7;15;8.9379556,55.7545009
298810996;24.649;8.9379506;55.7545007;20181122;100606;39.667;00:09;0,093055556;09:08;8;6;14;8.9379506,55.7545007
299053057;24.703;8.9379506;55.7545007;20181122;100606;39.667;00:09;0,093055556;09:08;8;6;14;8.9379506,55.7545007
299211848;24.738;8.9379506;55.7545007;20181122;100606;39.667;00:09;0,093055556;09:08;8;6;14;8.9379506,55.7545007
299383443;24.777;8.9379506;55.7545007;20181122;100606;39.667;00:09;0,093055556;09:08;8;6;14;8.9379506,55.7545007
299728069;24.853;8.9379440;55.7545003;20181122;100606;39.648;0,059722222;0,0875;09:12;9;6;15;8.9379440,55.7545003
299953084;24.903;8.9379440;55.7545003;20181122;100606;39.648;0,059722222;0,0875;09:12;9;6;15;8.9379440,55.7545003
300111902;24.939;8.9379440;55.7545003;20181122;100606;39.648;0,059722222;0,0875;09:12;9;6;15;8.9379440,55.7545003
300283214;24.977;8.9379440;55.7545003;20181122;100606;39.648;0,059722222;0,0875;09:12;9;6;15;8.9379440,55.7545003
300628026;25.053;8.9379377;55.7545001;20181122;100606;39.622;0,058333333;01:06;09:16;9;7;16;8.9379377,55.7545001
300853027;25.103;8.9379377;55.7545001;20181122;100606;39.622;0,058333333;01:06;09:16;9;7;16;8.9379377,55.7545001
301011925;25.139;8.9379377;55.7545001;20181122;100606;39.622;0,058333333;01:06;09:16;9;7;16;8.9379377,55.7545001
301183304;25.177;8.9379377;55.7545001;20181122;100606;39.622;0,058333333;01:06;09:16;9;7;16;8.9379377,55.7545001
301528061;25.253;8.9379321;55.7544997;20181122;100606;39.599;0,047916667;01:25;09:19;9;8;17;8.9379321,55.7544997
301753109;25.303;8.9379321;55.7544997;20181122;100606;39.599;0,047916667;01:25;09:19;9;8;17;8.9379321,55.7544997
301911896;25.339;8.9379321;55.7544997;20181122;100606;39.599;0,047916667;01:25;09:19;9;8;17;8.9379321,55.7544997
302083595;25.377;8.9379321;55.7544997;20181122;100606;39.599;0,047916667;01:25;09:19;9;8;17;8.9379321,55.7544997
302428124;25.453;8.9379282;55.7544996;20181122;100606;39:52:00;0,049305556;01:34;09:02;10;7;17;8.9379282,55.7544996
302653072;25.503;8.9379282;55.7544996;20181122;100606;39:52:00;0,049305556;01:34;09:02;10;7;17;8.9379282,55.7544996
302811873;25.539;8.9379282;55.7544996;20181122;100606;39:52:00;0,049305556;01:34;09:02;10;7;17;8.9379282,55.7544996
302983232;25.577;8.9379282;55.7544996;20181122;100606;39:52:00;0,049305556;01:34;09:02;10;7;17;8.9379282,55.7544996
303138875;25.611;8.9379261;55.7544996;20181122;100607;39:49:00;0,045833333;01:18;09:21;10;7;17;8.9379261,55.7544996
303328080;25.653;8.9379261;55.7544996;20181122;100607;39:49:00;0,045833333;01:18;09:21;10;7;17;8.9379261,55.7544996
303553094;25.703;8.9379261;55.7544996;20181122;100607;39:49:00;0,045833333;01:18;09:21;10;7;17;8.9379261,55.7544996
303723798;25.741;8.9379261;55.7544996;20181122;100607;39:49:00;0,045833333;01:18;09:21;10;7;17;8.9379261,55.7544996
303883577;25.777;8.9379261;55.7544996;20181122;100607;39:49:00;0,045833333;01:18;09:21;10;7;17;8.9379261,55.7544996
304228063;25.853;8.9379249;55.7544997;20181122;100607;39.447;0,049305556;01:34;09:22;10;7;17;8.9379249,55.7544997
304453034;25.903;8.9379249;55.7544997;20181122;100607;39.447;0,049305556;01:34;09:22;10;7;17;8.9379249,55.7544997
304623779;25.941;8.9379249;55.7544997;20181122;100607;39.447;0,049305556;01:34;09:22;10;7;17;8.9379249,55.7544997
304783210;25.977;8.9379249;55.7544997;20181122;100607;39.447;0,049305556;01:34;09:22;10;7;17;8.9379249,55.7544997
305128062;26.053;8.9379242;55.7545;20181122;100607;39.467;0,050694444;01:36;09:21;10;6;16;8.9379242,55.7545
305353062;26.103;8.9379242;55.7545;20181122;100607;39.467;0,050694444;01:36;09:21;10;6;16;8.9379242,55.7545
305523693;26.141;8.9379242;55.7545;20181122;100607;39.467;0,050694444;01:36;09:21;10;6;16;8.9379242,55.7545
305683452;26.177;8.9379242;55.7545;20181122;100607;39.467;0,050694444;01:36;09:21;10;6;16;8.9379242,55.7545
306028022;26.253;8.9379240;55.7545004;20181122;100607;39.457;0,050694444;01:36;09:02;10;6;16;8.9379240,55.7545004
306253062;26.303;8.9379240;55.7545004;20181122;100607;39.457;0,050694444;01:36;09:02;10;6;16;8.9379240,55.7545004
306423747;26.341;8.9379240;55.7545004;20181122;100607;39.457;0,050694444;01:36;09:02;10;6;16;8.9379240,55.7545004
306583222;26.377;8.9379240;55.7545004;20181122;100607;39.457;0,050694444;01:36;09:02;10;6;16;8.9379240,55.7545004
306928032;26.453;8.9379242;55.7545;20181122;100607;39.442;0,050694444;01:36;09:18;10;6;16;8.9379242,55.7545
307153065;26.503;8.9379242;55.7545;20181122;100607;39.442;0,050694444;01:36;09:18;10;6;16;8.9379242,55.7545
307323714;26.541;8.9379242;55.7545;20181122;100607;39.442;0,050694444;01:36;09:18;10;6;16;8.9379242,55.7545
307483384;26.577;8.9379242;55.7545;20181122;100607;39.442;0,050694444;01:36;09:18;10;6;16;8.9379242,55.7545
307828051;26.653;8.9379247;55.7544992;20181122;100608;39.367;0,046527778;01:02;09:16;11;6;17;8.9379247,55.7544992
308053101;26.703;8.9379247;55.7544992;20181122;100608;39.367;0,046527778;01:02;09:16;11;6;17;8.9379247,55.7544992
308223746;26.741;8.9379247;55.7544992;20181122;100608;39.367;0,046527778;01:02;09:16;11;6;17;8.9379247,55.7544992
308383316;26.777;8.9379247;55.7544992;20181122;100608;39.367;0,046527778;01:02;09:16;11;6;17;8.9379247,55.7544992
308728031;26.853;8.9379263;55.7544981;20181122;100608;39.381;00:07;01:27;09:18;10;7;17;8.9379263,55.7544981
308953062;26.903;8.9379263;55.7544981;20181122;100608;39.381;00:07;01:27;09:18;10;7;17;8.9379263,55.7544981
309123757;26.941;8.9379263;55.7544981;20181122;100608;39.381;00:07;01:27;09:18;10;7;17;8.9379263,55.7544981
309283330;26.977;8.9379263;55.7544981;20181122;100608;39.381;00:07;01:27;09:18;10;7;17;8.9379263,55.7544981
309628085;27.053;8.9379282;55.7544962;20181122;100608;39.394;0,049305556;01:34;09:02;10;7;17;8.9379282,55.7544962
309853063;27.103;8.9379282;55.7544962;20181122;100608;39.394;0,049305556;01:34;09:02;10;7;17;8.9379282,55.7544962
310024132;27.141;8.9379282;55.7544962;20181122;100608;39.394;0,049305556;01:34;09:02;10;7;17;8.9379282,55.7544962
310183370;27.177;8.9379282;55.7544962;20181122;100608;39.394;0,049305556;01:34;09:02;10;7;17;8.9379282,55.7544962
310528020;27.253;8.9379311;55.754494;20181122;100608;39.396;0,057638889;01:58;09:22;9;7;16;8.9379311,55.754494
310753046;27.303;8.9379311;55.754494;20181122;100608;39.396;0,057638889;01:58;09:22;9;7;16;8.9379311,55.754494
310923757;27.341;8.9379311;55.754494;20181122;100608;39.396;0,057638889;01:58;09:22;9;7;16;8.9379311,55.754494
311083388;27.377;8.9379311;55.754494;20181122;100608;39.396;0,057638889;01:58;09:22;9;7;16;8.9379311,55.754494
311428058;27.453;8.9379336;55.7544911;20181122;100608;39:35:00;0,049305556;01:34;09:24;10;7;17;8.9379336,55.7544911
311653100;27.503;8.9379336;55.7544911;20181122;100608;39:35:00;0,049305556;01:34;09:24;10;7;17;8.9379336,55.7544911
311823719;27.541;8.9379336;55.7544911;20181122;100608;39:35:00;0,049305556;01:34;09:24;10;7;17;8.9379336,55.7544911
311983324;27.577;8.9379336;55.7544911;20181122;100608;39:35:00;0,049305556;01:34;09:24;10;7;17;8.9379336,55.7544911
312161531;27.616;8.9379367;55.7544875;20181122;100609;39.324;0,049305556;01:35;09:03;10;6;16;8.9379367,55.7544875
312328095;27.653;8.9379367;55.7544875;20181122;100609;39.324;0,049305556;01:35;09:03;10;6;16;8.9379367,55.7544875
312553068;27.703;8.9379367;55.7544875;20181122;100609;39.324;0,049305556;01:35;09:03;10;6;16;8.9379367,55.7544875
312723735;27.741;8.9379367;55.7544875;20181122;100609;39.324;0,049305556;01:35;09:03;10;6;16;8.9379367,55.7544875
312883432;27.777;8.9379367;55.7544875;20181122;100609;39.324;0,049305556;01:35;09:03;10;6;16;8.9379367,55.7544875
313228055;27.853;8.9379406;55.7544839;20181122;100609;39:37:00;0,049305556;01:35;09:32;10;6;16;8.9379406,55.7544839
313453101;27.903;8.9379406;55.7544839;20181122;100609;39:37:00;0,049305556;01:35;09:32;10;6;16;8.9379406,55.7544839
313633719;27.943;8.9379406;55.7544839;20181122;100609;39:37:00;0,049305556;01:35;09:32;10;6;16;8.9379406,55.7544839
313784800;27.977;8.9379406;55.7544839;20181122;100609;39:37:00;0,049305556;01:35;09:32;10;6;16;8.9379406,55.7544839
314128045;28.053;8.9379427;55.7544812;20181122;100609;39.157;0,049305556;01:34;09:34;10;7;17;8.9379427,55.7544812
314353093;28.103;8.9379427;55.7544812;20181122;100609;39.157;0,049305556;01:34;09:34;10;7;17;8.9379427,55.7544812
314533694;28.143;8.9379427;55.7544812;20181122;100609;39.157;0,049305556;01:34;09:34;10;7;17;8.9379427,55.7544812
314685087;28.177;8.9379427;55.7544812;20181122;100609;39.157;0,049305556;01:34;09:34;10;7;17;8.9379427,55.7544812
315028030;28.253;8.9379452;55.7544786;20181122;100609;39.127;00:59;01:09;09:37;12;8;20;8.9379452,55.7544786
315253073;28.303;8.9379452;55.7544786;20181122;100609;39.127;00:59;01:09;09:37;12;8;20;8.9379452,55.7544786
315434062;28.343;8.9379452;55.7544786;20181122;100609;39.127;00:59;01:09;09:37;12;8;20;8.9379452,55.7544786
315585755;28.377;8.9379452;55.7544786;20181122;100609;39.127;00:59;01:09;09:37;12;8;20;8.9379452,55.7544786
315928019;28.453;8.9379475;55.7544772;20181122;100609;39.133;0,047222222;01:25;09:04;11;7;18;8.9379475,55.7544772
316153071;28.503;8.9379475;55.7544772;20181122;100609;39.133;0,047222222;01:25;09:04;11;7;18;8.9379475,55.7544772
316333693;28.543;8.9379475;55.7544772;20181122;100609;39.133;0,047222222;01:25;09:04;11;7;18;8.9379475,55.7544772
316484944;28.577;8.9379475;55.7544772;20181122;100609;39.133;0,047222222;01:25;09:04;11;7;18;8.9379475,55.7544772
316828055;28.653;8.9379487;55.7544767;20181122;100610;39.203;00:08;01:56;09:41;9;8;17;8.9379487,55.7544767
317053095;28.703;8.9379487;55.7544767;20181122;100610;39.203;00:08;01:56;09:41;9;8;17;8.9379487,55.7544767
317233648;28.743;8.9379487;55.7544767;20181122;100610;39.203;00:08;01:56;09:41;9;8;17;8.9379487,55.7544767
317384973;28.777;8.9379487;55.7544767;20181122;100610;39.203;00:08;01:56;09:41;9;8;17;8.9379487,55.7544767
317728121;28.853;8.9379492;55.7544769;20181122;100610;39.235;0,045833333;01:24;09:04;11;8;19;8.9379492,55.7544769
317953064;28.903;8.9379492;55.7544769;20181122;100610;39.235;0,045833333;01:24;09:04;11;8;19;8.9379492,55.7544769
318133667;28.943;8.9379492;55.7544769;20181122;100610;39.235;0,045833333;01:24;09:04;11;8;19;8.9379492,55.7544769
318284767;28.977;8.9379492;55.7544769;20181122;100610;39.235;0,045833333;01:24;09:04;11;8;19;8.9379492,55.7544769
318628110;29.053;8.9379499;55.754477;20181122;100610;39.295;0,056944444;01:57;09:41;8;8;16;8.9379499,55.754477
318853057;29.103;8.9379499;55.754477;20181122;100610;39.295;0,056944444;01:57;09:41;8;8;16;8.9379499,55.754477
319033623;29.143;8.9379499;55.754477;20181122;100610;39.295;0,056944444;01:57;09:41;8;8;16;8.9379499,55.754477
319184978;29.177;8.9379499;55.754477;20181122;100610;39.295;0,056944444;01:57;09:41;8;8;16;8.9379499,55.754477
319528014;29.253;8.9379504;55.7544774;20181122;100610;39.356;00:08;01:52;09:43;9;8;17;8.9379504,55.7544774
319753027;29.303;8.9379504;55.7544774;20181122;100610;39.356;00:08;01:52;09:43;9;8;17;8.9379504,55.7544774
319946312;29.346;8.9379504;55.7544774;20181122;100610;39.356;00:08;01:52;09:43;9;8;17;8.9379504,55.7544774
320119888;29.385;8.9379504;55.7544774;20181122;100610;39.356;00:08;01:52;09:43;9;8;17;8.9379504,55.7544774
320428029;29.453;8.9379509;55.7544779;20181122;100610;39.393;0,054861111;01:49;09:43;10;8;18;8.9379509,55.7544779
320653067;29.503;8.9379509;55.7544779;20181122;100610;39.393;0,054861111;01:49;09:43;10;8;18;8.9379509,55.7544779
320846618;29.546;8.9379509;55.7544779;20181122;100610;39.393;0,054861111;01:49;09:43;10;8;18;8.9379509,55.7544779
321070587;29.596;8.9379509;55.7544779;20181122;100610;39.393;0,054861111;01:49;09:43;10;8;18;8.9379509,55.7544779
321328024;29.653;8.9379515;55.7544782;20181122;100611;39.356;00:07;01:33;09:44;9;8;17;8.9379515,55.7544782
321553101;29.703;8.9379515;55.7544782;20181122;100611;39.356;00:07;01:33;09:44;9;8;17;8.9379515,55.7544782
321746284;29.746;8.9379515;55.7544782;20181122;100611;39.356;00:07;01:33;09:44;9;8;17;8.9379515,55.7544782
321970592;29.796;8.9379515;55.7544782;20181122;100611;39.356;00:07;01:33;09:44;9;8;17;8.9379515,55.7544782
322228017;29.853;8.9379525;55.7544778;20181122;100611;39.312;0,047222222;01:28;09:44;10;8;18;8.9379525,55.7544778
322453053;29.903;8.9379525;55.7544778;20181122;100611;39.312;0,047222222;01:28;09:44;10;8;18;8.9379525,55.7544778
322646321;29.946;8.9379525;55.7544778;20181122;100611;39.312;0,047222222;01:28;09:44;10;8;18;8.9379525,55.7544778
322848855;29.991;8.9379549;55.7544761;20181122;100611;39.156;0,043055556;01:12;09:42;11;8;19;8.9379549,55.7544761
323128110;30.053;8.9379549;55.7544761;20181122;100611;39.156;0,043055556;01:12;09:42;11;8;19;8.9379549,55.7544761
323353079;30.103;8.9379549;55.7544761;20181122;100611;39.156;0,043055556;01:12;09:42;11;8;19;8.9379549,55.7544761
323546278;30.146;8.9379549;55.7544761;20181122;100611;39.156;0,043055556;01:12;09:42;11;8;19;8.9379549,55.7544761
323770611;30.196;8.9379549;55.7544761;20181122;100611;39.156;0,043055556;01:12;09:42;11;8;19;8.9379549,55.7544761
324028104;30.253;8.9379590;55.7544741;20181122;100611;39.129;0,044444444;01:17;09:43;10;8;18;8.9379590,55.7544741
324253069;30.303;8.9379590;55.7544741;20181122;100611;39.129;0,044444444;01:17;09:43;10;8;18;8.9379590,55.7544741
324456270;30.348;8.9379590;55.7544741;20181122;100611;39.129;0,044444444;01:17;09:43;10;8;18;8.9379590,55.7544741
324619721;30.385;8.9379590;55.7544741;20181122;100611;39.129;0,044444444;01:17;09:43;10;8;18;8.9379590,55.7544741
324928042;30.453;8.9379629;55.7544709;20181122;100611;39.047;0,04375;01:13;09:43;11;7;18;8.9379629,55.7544709
325153057;30.503;8.9379629;55.7544709;20181122;100611;39.047;0,04375;01:13;09:43;11;7;18;8.9379629,55.7544709
325356295;30.548;8.9379629;55.7544709;20181122;100611;39.047;0,04375;01:13;09:43;11;7;18;8.9379629,55.7544709
325570621;30.596;8.9379629;55.7544709;20181122;100611;39.047;0,04375;01:13;09:43;11;7;18;8.9379629,55.7544709
325828054;30.653;8.9379676;55.7544679;20181122;100612;39.041;0,043055556;01:12;09:43;11;8;19;8.9379676,55.7544679
326053091;30.703;8.9379676;55.7544679;20181122;100612;39.041;0,043055556;01:12;09:43;11;8;19;8.9379676,55.7544679
326256858;30.749;8.9379676;55.7544679;20181122;100612;39.041;0,043055556;01:12;09:43;11;8;19;8.9379676,55.7544679
326470517;30.796;8.9379676;55.7544679;20181122;100612;39.041;0,043055556;01:12;09:43;11;8;19;8.9379676,55.7544679
326728015;30.853;8.9379713;55.7544652;20181122;100612;38.985;0,047222222;01:25;09:43;11;7;18;8.9379713,55.7544652
326953080;30.903;8.9379713;55.7544652;20181122;100612;38.985;0,047222222;01:25;09:43;11;7;18;8.9379713,55.7544652
327156281;30.948;8.9379713;55.7544652;20181122;100612;38.985;0,047222222;01:25;09:43;11;7;18;8.9379713,55.7544652
327370525;30.996;8.9379713;55.7544652;20181122;100612;38.985;0,047222222;01:25;09:43;11;7;18;8.9379713,55.7544652
327628078;31.053;8.9379744;55.7544639;20181122;100612;39.011;0,047916667;01:29;09:43;11;6;17;8.9379744,55.7544639
327853107;31.103;8.9379744;55.7544639;20181122;100612;39.011;0,047916667;01:29;09:43;11;6;17;8.9379744,55.7544639
328056314;31.148;8.9379744;55.7544639;20181122;100612;39.011;0,047916667;01:29;09:43;11;6;17;8.9379744,55.7544639
328270519;31.196;8.9379744;55.7544639;20181122;100612;39.011;0,047916667;01:29;09:43;11;6;17;8.9379744,55.7544639
328528135;31.253;8.9379761;55.754463;20181122;100612;39.003;0,047222222;01:17;09:04;10;6;16;8.9379761,55.754463
328753081;31.303;8.9379761;55.754463;20181122;100612;39.003;0,047222222;01:17;09:04;10;6;16;8.9379761,55.754463
328956364;31.348;8.9379761;55.754463;20181122;100612;39.003;0,047222222;01:17;09:04;10;6;16;8.9379761,55.754463
329119735;31.385;8.9379761;55.754463;20181122;100612;39.003;0,047222222;01:17;09:04;10;6;16;8.9379761,55.754463
329428033;31.453;8.9379774;55.7544626;20181122;100612;39.023;0,054166667;01:39;09:39;9;6;15;8.9379774,55.7544626
329653056;31.503;8.9379774;55.7544626;20181122;100612;39.023;0,054166667;01:39;09:39;9;6;15;8.9379774,55.7544626
329856310;31.548;8.9379774;55.7544626;20181122;100612;39.023;0,054166667;01:39;09:39;9;6;15;8.9379774,55.7544626
330070734;31.596;8.9379774;55.7544626;20181122;100612;39.023;0,054166667;01:39;09:39;9;6;15;8.9379774,55.7544626
330328014;31.653;8.9379783;55.7544625;20181122;100613;38.961;0,045138889;01:17;09:37;11;7;18;8.9379783,55.7544625
330553114;31.703;8.9379783;55.7544625;20181122;100613;38.961;0,045138889;01:17;09:37;11;7;18;8.9379783,55.7544625
330756251;31.748;8.9379783;55.7544625;20181122;100613;38.961;0,045138889;01:17;09:37;11;7;18;8.9379783,55.7544625
330970647;31.796;8.9379783;55.7544625;20181122;100613;38.961;0,045138889;01:17;09:37;11;7;18;8.9379783,55.7544625
331228027;31.853;8.9379800;55.754462;20181122;100613;39.018;0,054861111;01:03;09:32;8;7;15;8.9379800,55.754462
331453036;31.903;8.9379800;55.754462;20181122;100613;39.018;0,054861111;01:03;09:32;8;7;15;8.9379800,55.754462
331656286;31.948;8.9379800;55.754462;20181122;100613;39.018;0,054861111;01:03;09:32;8;7;15;8.9379800,55.754462
331870619;31.996;8.9379800;55.754462;20181122;100613;39.018;0,054861111;01:03;09:32;8;7;15;8.9379800,55.754462
332128102;32.053;8.9379817;55.7544612;20181122;100613;39.001;0,054861111;01:34;09:31;9;6;15;8.9379817,55.7544612
332353094;32.103;8.9379817;55.7544612;20181122;100613;39.001;0,054861111;01:34;09:31;9;6;15;8.9379817,55.7544612
332556320;32.148;8.9379817;55.7544612;20181122;100613;39.001;0,054861111;01:34;09:31;9;6;15;8.9379817,55.7544612
